,Class
21543,Non Abusive
5134,Non Abusive
13154,Non Abusive
8792,Non Abusive
23266,Non Abusive
25629,Non Abusive
19306,Non Abusive
21116,Non Abusive
3981,Non Abusive
19710,Non Abusive
9403,Non Abusive
2661,Abusive
17814,Non Abusive
6485,Non Abusive
500,Abusive
7250,Non Abusive
24338,Non Abusive
23117,Non Abusive
1869,Abusive
9070,Non Abusive
9721,Non Abusive
24292,Non Abusive
1240,Abusive
8140,Non Abusive
26088,Non Abusive
637,Abusive
428,Abusive
21331,Non Abusive
5827,Non Abusive
8298,Non Abusive
21162,Non Abusive
1980,Abusive
8322,Non Abusive
2981,Abusive
17,Abusive
21879,Non Abusive
3497,Non Abusive
39,Abusive
5467,Non Abusive
17683,Non Abusive
19581,Non Abusive
18529,Non Abusive
20384,Non Abusive
5552,Non Abusive
9202,Non Abusive
17136,Non Abusive
16786,Non Abusive
11727,Non Abusive
21455,Non Abusive
25646,Non Abusive
12343,Non Abusive
6916,Non Abusive
9301,Non Abusive
11415,Non Abusive
24381,Non Abusive
19410,Non Abusive
5566,Non Abusive
21015,Non Abusive
10372,Non Abusive
20076,Non Abusive
17674,Non Abusive
13840,Non Abusive
12869,Non Abusive
18640,Non Abusive
9659,Non Abusive
192,Abusive
26225,Non Abusive
3660,Non Abusive
7122,Non Abusive
3613,Non Abusive
25089,Non Abusive
1577,Abusive
3658,Non Abusive
16788,Non Abusive
11081,Non Abusive
9133,Non Abusive
14665,Non Abusive
6410,Non Abusive
24460,Non Abusive
14081,Non Abusive
18846,Non Abusive
23410,Non Abusive
4441,Non Abusive
9343,Non Abusive
17815,Non Abusive
3378,Abusive
172,Abusive
5406,Non Abusive
26157,Non Abusive
16149,Non Abusive
11780,Non Abusive
25970,Non Abusive
7297,Non Abusive
4117,Non Abusive
11656,Non Abusive
18096,Non Abusive
9115,Non Abusive
17745,Non Abusive
13880,Non Abusive
14695,Non Abusive
25195,Non Abusive
17732,Non Abusive
5633,Non Abusive
7105,Non Abusive
8043,Non Abusive
14734,Non Abusive
10685,Non Abusive
15039,Non Abusive
2075,Abusive
14425,Non Abusive
22937,Non Abusive
14511,Non Abusive
16466,Non Abusive
6361,Non Abusive
15693,Non Abusive
5720,Non Abusive
8486,Non Abusive
1067,Abusive
14682,Non Abusive
23551,Non Abusive
25535,Non Abusive
5049,Non Abusive
22270,Non Abusive
13317,Non Abusive
13920,Non Abusive
4901,Non Abusive
17019,Non Abusive
21697,Non Abusive
10074,Non Abusive
24346,Non Abusive
297,Abusive
3978,Non Abusive
17014,Non Abusive
20698,Non Abusive
3052,Abusive
15691,Non Abusive
17426,Non Abusive
6347,Non Abusive
5757,Non Abusive
85,Abusive
13287,Non Abusive
1617,Abusive
5510,Non Abusive
9177,Non Abusive
1766,Abusive
2513,Abusive
7639,Non Abusive
15334,Non Abusive
11663,Non Abusive
10758,Non Abusive
19391,Non Abusive
22806,Non Abusive
16225,Non Abusive
5163,Non Abusive
21616,Non Abusive
7460,Non Abusive
20084,Non Abusive
9959,Non Abusive
10360,Non Abusive
14172,Non Abusive
25066,Non Abusive
16022,Non Abusive
19969,Non Abusive
9467,Non Abusive
4169,Non Abusive
6345,Non Abusive
22625,Non Abusive
17995,Non Abusive
22150,Non Abusive
20311,Non Abusive
10075,Non Abusive
20152,Non Abusive
4751,Non Abusive
23649,Non Abusive
18753,Non Abusive
6923,Non Abusive
21663,Non Abusive
25720,Non Abusive
9556,Non Abusive
14966,Non Abusive
25481,Non Abusive
20852,Non Abusive
7693,Non Abusive
5969,Non Abusive
3693,Non Abusive
13786,Non Abusive
12007,Non Abusive
13548,Non Abusive
24572,Non Abusive
5498,Non Abusive
1941,Abusive
16845,Non Abusive
22050,Non Abusive
4196,Non Abusive
341,Abusive
883,Abusive
17172,Non Abusive
3787,Non Abusive
12330,Non Abusive
20828,Non Abusive
9498,Non Abusive
323,Abusive
25701,Non Abusive
21691,Non Abusive
11690,Non Abusive
2334,Abusive
23405,Non Abusive
15936,Non Abusive
487,Abusive
17298,Non Abusive
20321,Non Abusive
173,Abusive
8387,Non Abusive
9390,Non Abusive
12964,Non Abusive
18690,Non Abusive
14933,Non Abusive
20940,Non Abusive
4647,Non Abusive
6780,Non Abusive
9764,Non Abusive
16380,Non Abusive
22500,Non Abusive
3285,Abusive
21660,Non Abusive
5486,Non Abusive
1122,Abusive
26208,Non Abusive
26127,Non Abusive
4734,Non Abusive
5832,Non Abusive
11485,Non Abusive
14973,Non Abusive
17355,Non Abusive
5927,Non Abusive
338,Abusive
23642,Non Abusive
8851,Non Abusive
11377,Non Abusive
9777,Non Abusive
19161,Non Abusive
16520,Non Abusive
10978,Non Abusive
19214,Non Abusive
3026,Abusive
6148,Non Abusive
12753,Non Abusive
21618,Non Abusive
19455,Non Abusive
3,Abusive
11135,Non Abusive
11827,Non Abusive
10470,Non Abusive
7287,Non Abusive
16913,Non Abusive
16566,Non Abusive
3325,Abusive
25980,Non Abusive
14237,Non Abusive
23531,Non Abusive
20378,Non Abusive
15622,Non Abusive
19078,Non Abusive
17525,Non Abusive
5149,Non Abusive
14362,Non Abusive
12639,Non Abusive
18278,Non Abusive
3345,Abusive
17879,Non Abusive
11559,Non Abusive
4303,Non Abusive
2804,Abusive
918,Abusive
24930,Non Abusive
23317,Non Abusive
6517,Non Abusive
22221,Non Abusive
1073,Abusive
16945,Non Abusive
16381,Non Abusive
14525,Non Abusive
20288,Non Abusive
20220,Non Abusive
6342,Non Abusive
24770,Non Abusive
2168,Abusive
13058,Non Abusive
12649,Non Abusive
24347,Non Abusive
1573,Abusive
21983,Non Abusive
9785,Non Abusive
6767,Non Abusive
23731,Non Abusive
19079,Non Abusive
23400,Non Abusive
2379,Abusive
12437,Non Abusive
18310,Non Abusive
3728,Non Abusive
19749,Non Abusive
4541,Non Abusive
24851,Non Abusive
21915,Non Abusive
24195,Non Abusive
23674,Non Abusive
11948,Non Abusive
18595,Non Abusive
24193,Non Abusive
9658,Non Abusive
5385,Non Abusive
970,Abusive
20575,Non Abusive
12657,Non Abusive
13664,Non Abusive
7826,Non Abusive
6138,Non Abusive
17704,Non Abusive
5397,Non Abusive
14558,Non Abusive
5598,Non Abusive
5326,Non Abusive
24569,Non Abusive
11714,Non Abusive
2070,Abusive
4460,Non Abusive
1516,Abusive
10579,Non Abusive
18254,Non Abusive
5907,Non Abusive
15116,Non Abusive
5230,Non Abusive
21446,Non Abusive
18248,Non Abusive
21373,Non Abusive
8815,Non Abusive
21577,Non Abusive
15932,Non Abusive
22768,Non Abusive
16199,Non Abusive
1108,Abusive
11775,Non Abusive
9889,Non Abusive
8599,Non Abusive
8155,Non Abusive
21940,Non Abusive
6595,Non Abusive
19689,Non Abusive
13168,Non Abusive
10889,Non Abusive
12981,Non Abusive
18882,Non Abusive
1285,Abusive
25816,Non Abusive
20596,Non Abusive
25336,Non Abusive
21405,Non Abusive
21377,Non Abusive
19526,Non Abusive
16837,Non Abusive
2954,Abusive
12026,Non Abusive
22360,Non Abusive
5205,Non Abusive
22070,Non Abusive
1556,Abusive
11946,Non Abusive
3587,Non Abusive
5095,Non Abusive
1665,Abusive
11812,Non Abusive
25493,Non Abusive
11861,Non Abusive
21632,Non Abusive
22484,Non Abusive
4775,Non Abusive
22962,Non Abusive
4020,Non Abusive
12574,Non Abusive
1857,Abusive
3305,Abusive
19144,Non Abusive
10003,Non Abusive
9848,Non Abusive
24878,Non Abusive
25412,Non Abusive
4967,Non Abusive
12547,Non Abusive
21549,Non Abusive
13413,Non Abusive
16880,Non Abusive
22877,Non Abusive
14019,Non Abusive
6396,Non Abusive
2372,Abusive
16925,Non Abusive
20268,Non Abusive
9693,Non Abusive
12318,Non Abusive
14463,Non Abusive
6972,Non Abusive
8056,Non Abusive
10591,Non Abusive
16940,Non Abusive
13858,Non Abusive
12406,Non Abusive
25007,Non Abusive
8514,Non Abusive
18569,Non Abusive
4294,Non Abusive
21605,Non Abusive
24622,Non Abusive
2563,Abusive
8576,Non Abusive
5505,Non Abusive
7097,Non Abusive
23609,Non Abusive
5316,Non Abusive
12561,Non Abusive
2929,Abusive
18137,Non Abusive
8159,Non Abusive
7554,Non Abusive
24633,Non Abusive
16622,Non Abusive
3013,Abusive
12412,Non Abusive
1417,Abusive
22767,Non Abusive
6419,Non Abusive
14268,Non Abusive
7892,Non Abusive
23263,Non Abusive
23100,Non Abusive
19189,Non Abusive
11901,Non Abusive
5530,Non Abusive
16353,Non Abusive
8764,Non Abusive
3201,Abusive
16478,Non Abusive
225,Abusive
24863,Non Abusive
25313,Non Abusive
15736,Non Abusive
1664,Abusive
24806,Non Abusive
11008,Non Abusive
10684,Non Abusive
4544,Non Abusive
18093,Non Abusive
2369,Abusive
19531,Non Abusive
17165,Non Abusive
3295,Abusive
16471,Non Abusive
9854,Non Abusive
20684,Non Abusive
427,Abusive
17940,Non Abusive
16646,Non Abusive
26201,Non Abusive
13944,Non Abusive
934,Abusive
2308,Abusive
7923,Non Abusive
21838,Non Abusive
4906,Non Abusive
14152,Non Abusive
13709,Non Abusive
4432,Non Abusive
5263,Non Abusive
20770,Non Abusive
21737,Non Abusive
7891,Non Abusive
25718,Non Abusive
15540,Non Abusive
18089,Non Abusive
8539,Non Abusive
788,Abusive
25020,Non Abusive
18300,Non Abusive
25015,Non Abusive
17475,Non Abusive
8376,Non Abusive
22250,Non Abusive
2204,Abusive
16641,Non Abusive
18995,Non Abusive
12272,Non Abusive
25916,Non Abusive
11206,Non Abusive
13826,Non Abusive
11963,Non Abusive
15315,Non Abusive
7149,Non Abusive
8202,Non Abusive
15497,Non Abusive
205,Abusive
0,Abusive
17786,Non Abusive
20891,Non Abusive
24446,Non Abusive
1081,Abusive
21344,Non Abusive
5301,Non Abusive
25054,Non Abusive
4624,Non Abusive
17978,Non Abusive
23007,Non Abusive
23765,Non Abusive
6958,Non Abusive
2501,Abusive
22569,Non Abusive
9771,Non Abusive
12612,Non Abusive
5893,Non Abusive
9150,Non Abusive
11016,Non Abusive
9614,Non Abusive
22365,Non Abusive
4209,Non Abusive
25488,Non Abusive
1782,Abusive
10723,Non Abusive
1203,Abusive
25098,Non Abusive
5681,Non Abusive
898,Abusive
3612,Non Abusive
20902,Non Abusive
3730,Non Abusive
19825,Non Abusive
11960,Non Abusive
10341,Non Abusive
11647,Non Abusive
15734,Non Abusive
20918,Non Abusive
7858,Non Abusive
7844,Non Abusive
5013,Non Abusive
9078,Non Abusive
13302,Non Abusive
12378,Non Abusive
23461,Non Abusive
21109,Non Abusive
7348,Non Abusive
7306,Non Abusive
552,Abusive
12031,Non Abusive
6112,Non Abusive
4699,Non Abusive
1964,Abusive
9972,Non Abusive
22787,Non Abusive
3803,Non Abusive
238,Abusive
5112,Non Abusive
5565,Non Abusive
22905,Non Abusive
12610,Non Abusive
9670,Non Abusive
4703,Non Abusive
352,Abusive
6700,Non Abusive
19789,Non Abusive
26146,Non Abusive
522,Abusive
23817,Non Abusive
23345,Non Abusive
7335,Non Abusive
1928,Abusive
13577,Non Abusive
16211,Non Abusive
18001,Non Abusive
23052,Non Abusive
16232,Non Abusive
9543,Non Abusive
16705,Non Abusive
11920,Non Abusive
3744,Non Abusive
20624,Non Abusive
23863,Non Abusive
23958,Non Abusive
10601,Non Abusive
14951,Non Abusive
10721,Non Abusive
23369,Non Abusive
6175,Non Abusive
21920,Non Abusive
13019,Non Abusive
2995,Abusive
4291,Non Abusive
13818,Non Abusive
25575,Non Abusive
13762,Non Abusive
22056,Non Abusive
17652,Non Abusive
7247,Non Abusive
20959,Non Abusive
7537,Non Abusive
67,Abusive
9811,Non Abusive
26073,Non Abusive
23005,Non Abusive
22789,Non Abusive
19615,Non Abusive
12219,Non Abusive
15094,Non Abusive
20498,Non Abusive
5647,Non Abusive
11309,Non Abusive
23002,Non Abusive
2940,Abusive
1693,Abusive
1463,Abusive
7941,Non Abusive
11944,Non Abusive
9309,Non Abusive
17730,Non Abusive
20776,Non Abusive
1855,Abusive
12432,Non Abusive
6759,Non Abusive
1755,Abusive
6167,Non Abusive
24648,Non Abusive
25426,Non Abusive
1842,Abusive
13966,Non Abusive
20791,Non Abusive
5482,Non Abusive
16280,Non Abusive
15745,Non Abusive
2872,Abusive
19675,Non Abusive
5717,Non Abusive
23984,Non Abusive
12643,Non Abusive
5194,Non Abusive
14885,Non Abusive
13134,Non Abusive
23438,Non Abusive
283,Abusive
10662,Non Abusive
8825,Non Abusive
11426,Non Abusive
22002,Non Abusive
16084,Non Abusive
15718,Non Abusive
11912,Non Abusive
9429,Non Abusive
14287,Non Abusive
4727,Non Abusive
17079,Non Abusive
9519,Non Abusive
16227,Non Abusive
10084,Non Abusive
23190,Non Abusive
13616,Non Abusive
21839,Non Abusive
6422,Non Abusive
16064,Non Abusive
4381,Non Abusive
1123,Abusive
5341,Non Abusive
14855,Non Abusive
6042,Non Abusive
582,Abusive
4813,Non Abusive
18422,Non Abusive
1115,Abusive
24545,Non Abusive
2646,Abusive
1252,Abusive
10336,Non Abusive
12167,Non Abusive
16213,Non Abusive
14005,Non Abusive
118,Abusive
13305,Non Abusive
3043,Abusive
7939,Non Abusive
4620,Non Abusive
8076,Non Abusive
20832,Non Abusive
2587,Abusive
11643,Non Abusive
23014,Non Abusive
25094,Non Abusive
3683,Non Abusive
7216,Non Abusive
4799,Non Abusive
226,Abusive
22734,Non Abusive
3083,Abusive
5600,Non Abusive
7044,Non Abusive
2520,Abusive
4600,Non Abusive
14916,Non Abusive
16731,Non Abusive
8137,Non Abusive
13376,Non Abusive
19958,Non Abusive
5628,Non Abusive
10137,Non Abusive
23926,Non Abusive
18588,Non Abusive
6104,Non Abusive
21149,Non Abusive
16004,Non Abusive
18688,Non Abusive
514,Abusive
13572,Non Abusive
15725,Non Abusive
6505,Non Abusive
2335,Abusive
6575,Non Abusive
18788,Non Abusive
23733,Non Abusive
2000,Abusive
6115,Non Abusive
3754,Non Abusive
21832,Non Abusive
11066,Non Abusive
3355,Abusive
17898,Non Abusive
16903,Non Abusive
1590,Abusive
2914,Abusive
21100,Non Abusive
13286,Non Abusive
4094,Non Abusive
24281,Non Abusive
20194,Non Abusive
14526,Non Abusive
18241,Non Abusive
2305,Abusive
6755,Non Abusive
16514,Non Abusive
10414,Non Abusive
19567,Non Abusive
16824,Non Abusive
21496,Non Abusive
1706,Abusive
25920,Non Abusive
25476,Non Abusive
22519,Non Abusive
24484,Non Abusive
23465,Non Abusive
14982,Non Abusive
10181,Non Abusive
2263,Abusive
3916,Non Abusive
26025,Non Abusive
9966,Non Abusive
20335,Non Abusive
22315,Non Abusive
24246,Non Abusive
11269,Non Abusive
247,Abusive
8707,Non Abusive
18714,Non Abusive
3763,Non Abusive
14725,Non Abusive
1777,Abusive
13121,Non Abusive
22575,Non Abusive
6150,Non Abusive
20234,Non Abusive
18150,Non Abusive
2840,Abusive
20420,Non Abusive
6837,Non Abusive
11110,Non Abusive
3478,Non Abusive
12196,Non Abusive
3071,Abusive
4895,Non Abusive
4164,Non Abusive
9908,Non Abusive
180,Abusive
23258,Non Abusive
7435,Non Abusive
24475,Non Abusive
25501,Non Abusive
7133,Non Abusive
14388,Non Abusive
8499,Non Abusive
8994,Non Abusive
8410,Non Abusive
21719,Non Abusive
7824,Non Abusive
7434,Non Abusive
14321,Non Abusive
990,Abusive
6268,Non Abusive
25056,Non Abusive
6571,Non Abusive
14531,Non Abusive
11017,Non Abusive
4567,Non Abusive
18468,Non Abusive
4121,Non Abusive
17142,Non Abusive
2013,Abusive
16736,Non Abusive
14045,Non Abusive
14912,Non Abusive
10872,Non Abusive
26109,Non Abusive
20418,Non Abusive
10719,Non Abusive
8637,Non Abusive
14012,Non Abusive
20581,Non Abusive
21398,Non Abusive
21041,Non Abusive
580,Abusive
18144,Non Abusive
151,Abusive
9607,Non Abusive
14459,Non Abusive
4580,Non Abusive
23940,Non Abusive
10920,Non Abusive
6202,Non Abusive
14349,Non Abusive
10982,Non Abusive
4345,Non Abusive
8385,Non Abusive
2701,Abusive
15663,Non Abusive
25602,Non Abusive
19806,Non Abusive
14808,Non Abusive
12635,Non Abusive
5368,Non Abusive
15417,Non Abusive
14330,Non Abusive
11710,Non Abusive
7066,Non Abusive
15702,Non Abusive
25396,Non Abusive
11869,Non Abusive
22108,Non Abusive
16851,Non Abusive
7350,Non Abusive
17288,Non Abusive
6231,Non Abusive
12637,Non Abusive
22650,Non Abusive
22518,Non Abusive
16799,Non Abusive
1738,Abusive
12728,Non Abusive
15861,Non Abusive
12994,Non Abusive
19470,Non Abusive
18860,Non Abusive
377,Abusive
25044,Non Abusive
4484,Non Abusive
5578,Non Abusive
2,Abusive
6618,Non Abusive
4103,Non Abusive
8221,Non Abusive
1883,Abusive
11213,Non Abusive
5468,Non Abusive
20490,Non Abusive
4596,Non Abusive
3085,Abusive
19158,Non Abusive
18457,Non Abusive
4398,Non Abusive
17104,Non Abusive
18820,Non Abusive
12207,Non Abusive
11084,Non Abusive
7486,Non Abusive
20223,Non Abusive
10193,Non Abusive
21138,Non Abusive
10996,Non Abusive
23776,Non Abusive
14717,Non Abusive
21428,Non Abusive
8401,Non Abusive
7069,Non Abusive
13291,Non Abusive
12308,Non Abusive
23323,Non Abusive
10966,Non Abusive
15755,Non Abusive
15906,Non Abusive
6407,Non Abusive
8224,Non Abusive
20399,Non Abusive
24489,Non Abusive
16041,Non Abusive
5917,Non Abusive
25442,Non Abusive
16131,Non Abusive
4304,Non Abusive
17200,Non Abusive
18198,Non Abusive
4278,Non Abusive
684,Abusive
22852,Non Abusive
5160,Non Abusive
7461,Non Abusive
9256,Non Abusive
11158,Non Abusive
1364,Abusive
25498,Non Abusive
26139,Non Abusive
18502,Non Abusive
9074,Non Abusive
15847,Non Abusive
19856,Non Abusive
655,Abusive
17677,Non Abusive
1139,Abusive
13581,Non Abusive
19042,Non Abusive
22166,Non Abusive
8168,Non Abusive
15185,Non Abusive
21805,Non Abusive
25471,Non Abusive
5102,Non Abusive
7179,Non Abusive
6959,Non Abusive
4329,Non Abusive
18738,Non Abusive
22808,Non Abusive
15243,Non Abusive
2278,Abusive
8632,Non Abusive
14167,Non Abusive
8418,Non Abusive
2707,Abusive
445,Abusive
14412,Non Abusive
14546,Non Abusive
15961,Non Abusive
17702,Non Abusive
23661,Non Abusive
5396,Non Abusive
10574,Non Abusive
4678,Non Abusive
9902,Non Abusive
15292,Non Abusive
17424,Non Abusive
9962,Non Abusive
16765,Non Abusive
25725,Non Abusive
19826,Non Abusive
21938,Non Abusive
15470,Non Abusive
22135,Non Abusive
24482,Non Abusive
18411,Non Abusive
14161,Non Abusive
20235,Non Abusive
4803,Non Abusive
24356,Non Abusive
473,Abusive
2314,Abusive
20771,Non Abusive
2404,Abusive
3304,Abusive
25693,Non Abusive
7239,Non Abusive
1643,Abusive
4002,Non Abusive
25852,Non Abusive
20627,Non Abusive
18174,Non Abusive
16637,Non Abusive
12554,Non Abusive
20160,Non Abusive
6293,Non Abusive
20209,Non Abusive
21323,Non Abusive
3039,Abusive
9917,Non Abusive
25129,Non Abusive
17339,Non Abusive
19366,Non Abusive
18729,Non Abusive
17351,Non Abusive
993,Abusive
9248,Non Abusive
24321,Non Abusive
10687,Non Abusive
11814,Non Abusive
6970,Non Abusive
14715,Non Abusive
12682,Non Abusive
22642,Non Abusive
4651,Non Abusive
2166,Abusive
4927,Non Abusive
23735,Non Abusive
18703,Non Abusive
22651,Non Abusive
10467,Non Abusive
23120,Non Abusive
6559,Non Abusive
1867,Abusive
15419,Non Abusive
6171,Non Abusive
23637,Non Abusive
18644,Non Abusive
19074,Non Abusive
25809,Non Abusive
7430,Non Abusive
24602,Non Abusive
2081,Abusive
8062,Non Abusive
9129,Non Abusive
11226,Non Abusive
22191,Non Abusive
621,Abusive
5840,Non Abusive
15012,Non Abusive
8975,Non Abusive
18381,Non Abusive
13899,Non Abusive
24731,Non Abusive
16823,Non Abusive
5395,Non Abusive
7622,Non Abusive
15310,Non Abusive
7917,Non Abusive
5229,Non Abusive
5614,Non Abusive
2879,Abusive
3279,Abusive
10508,Non Abusive
8138,Non Abusive
23143,Non Abusive
9518,Non Abusive
11392,Non Abusive
6367,Non Abusive
9340,Non Abusive
15023,Non Abusive
22039,Non Abusive
8340,Non Abusive
12663,Non Abusive
